<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
source,target,weight,common_tags
clemens-weidenbach,rev-sally-bingham,0,
clemens-weidenbach,richard-curtis-2,0,
clemens-weidenbach,richard-klatt-2,0,
clemens-weidenbach,rishabh-jain-2,0,
clemens-weidenbach,robin-sharma,0,
clemens-weidenbach,sai-koppala,0,
clemens-weidenbach,sara-akhteh,0,
clemens-weidenbach,satya-parimi-2,0,
clemens-weidenbach,sky-works,0,
clemens-weidenbach,steve-mcbee,0,
clemens-weidenbach,sudheera-n,0,
clemens-weidenbach,takayuki-yamazaki,0,
clemens-weidenbach,tarek-atia,0,
clemens-weidenbach,tim-allison-2,0,
clemens-weidenbach,timothy-brown-2,0,
clemens-weidenbach,tom-barber-2,0,
clemens-weidenbach,tyler-rosen,0,
clemens-weidenbach,vicki-abeles,0,
clemens-weidenbach,virkaran-awasty,0,
clemens-weidenbach,william-sauer,0,
clemens-weidenbach,xavier-gomez,1,Bangalore
clemens-weidenbach,yiqing-du,0,
clemens-weidenbach,yj-min,0,
clifton-lawson,colin-schmitt,0,
clifton-lawson,corey-gorman,0,
clifton-lawson,dan-lewis-2,0,
clifton-lawson,daniel-carlin-2,0,
clifton-lawson,darren-bassman,0,
clifton-lawson,daryl-mastracci-2,1,New York City
clifton-lawson,dimitris-papazisis-2,0,
clifton-lawson,diogo-quental,0,
clifton-lawson,donald-chip-brown,0,
clifton-lawson,dwyane-wade,0,
clifton-lawson,emily-o-brien,0,
clifton-lawson,eric-gilbert-deerfield-il,0,
clifton-lawson,eric-price,0,
clifton-lawson,eric-quan,0,
clifton-lawson,evan-lesser,0,
clifton-lawson,georg-holzer,0,
clifton-lawson,greg-ball,0,
clifton-lawson,gretchen-west,0,
clifton-lawson,hans-bakker,0,
clifton-lawson,homer-quan,0,
clifton-lawson,irvin-goldman,0,
clifton-lawson,ivo-mynttinen,0,
clifton-lawson,jamie-young-2,0,
clifton-lawson,jari-pallari,0,
clifton-lawson,jason-develvis,0,
clifton-lawson,jason-fishman,0,
clifton-lawson,jd-hancock,0,
clifton-lawson,jim-adler,0,
clifton-lawson,joan-guasch,0,
clifton-lawson,joeben-beverit,0,
clifton-lawson,joel-gibbard,0,
clifton-lawson,johann-kratzer,0,
clifton-lawson,john-andrews-2,0,
clifton-lawson,john-sawin,0,
clifton-lawson,johnny-vowles,0,
clifton-lawson,kathy-walter,0,
clifton-lawson,kavita-shah,0,
clifton-lawson,kelly-makino,0,
clifton-lawson,kevin-gao-2,0,
clifton-lawson,konstantin-boudnik,0,
clifton-lawson,krishna-caldas,0,
clifton-lawson,kurt-bilafer,0,
clifton-lawson,lauren-rabaino,0,
clifton-lawson,louis-zacharilla,0,
clifton-lawson,marc-nijdam,0,
clifton-lawson,marcel-imery,0,
clifton-lawson,marcin-klepacki,0,
clifton-lawson,martin-hiles,0,
clifton-lawson,mr-kermit,0,
clifton-lawson,mr-kunmi-dumeren,0,
clifton-lawson,nick-burch,0,
clifton-lawson,nick-petit,0,
clifton-lawson,nigel-reading,0,
clifton-lawson,peter-frykman,0,
clifton-lawson,peter-hepworth,0,
clifton-lawson,peter-stradinger,0,
clifton-lawson,rev-sally-bingham,0,
clifton-lawson,richard-curtis-2,0,
clifton-lawson,richard-klatt-2,0,
clifton-lawson,rishabh-jain-2,0,
clifton-lawson,robin-sharma,0,
clifton-lawson,sai-koppala,0,
clifton-lawson,sara-akhteh,0,
clifton-lawson,satya-parimi-2,0,
clifton-lawson,sky-works,0,
clifton-lawson,steve-mcbee,0,
clifton-lawson,sudheera-n,0,
clifton-lawson,takayuki-yamazaki,0,
clifton-lawson,tarek-atia,0,
clifton-lawson,tim-allison-2,0,
clifton-lawson,timothy-brown-2,0,
clifton-lawson,tom-barber-2,0,
clifton-lawson,tyler-rosen,0,
clifton-lawson,vicki-abeles,0,
clifton-lawson,virkaran-awasty,0,
clifton-lawson,william-sauer,0,
clifton-lawson,xavier-gomez,0,
clifton-lawson,yiqing-du,0,
clifton-lawson,yj-min,0,
colin-schmitt,corey-gorman,0,
colin-schmitt,dan-lewis-2,0,
colin-schmitt,daniel-carlin-2,0,
colin-schmitt,darren-bassman,0,
colin-schmitt,daryl-mastracci-2,0,
colin-schmitt,dimitris-papazisis-2,0,
colin-schmitt,diogo-quental,0,
colin-schmitt,donald-chip-brown,0,
colin-schmitt,dwyane-wade,0,
colin-schmitt,emily-o-brien,0,
colin-schmitt,eric-gilbert-deerfield-il,0,
colin-schmitt,eric-price,0,
colin-schmitt,eric-quan,0,
colin-schmitt,evan-lesser,0,
colin-schmitt,georg-holzer,0,
colin-schmitt,greg-ball,1,Black Stone Technologies
colin-schmitt,gretchen-west,0,
colin-schmitt,hans-bakker,0,
colin-schmitt,homer-quan,0,
colin-schmitt,irvin-goldman,0,
colin-schmitt,ivo-mynttinen,0,
colin-schmitt,jamie-young-2,0,
colin-schmitt,jari-pallari,0,
colin-schmitt,jason-develvis,0,
colin-schmitt,jason-fishman,0,
colin-schmitt,jd-hancock,0,
colin-schmitt,jim-adler,0,
colin-schmitt,joan-guasch,0,
colin-schmitt,joeben-beverit,0,
colin-schmitt,joel-gibbard,0,
colin-schmitt,johann-kratzer,0,
colin-schmitt,john-andrews-2,0,
colin-schmitt,john-sawin,0,
colin-schmitt,johnny-vowles,0,
colin-schmitt,kathy-walter,0,
colin-schmitt,kavita-shah,0,
colin-schmitt,kelly-makino,0,
colin-schmitt,kevin-gao-2,0,
colin-schmitt,konstantin-boudnik,0,
colin-schmitt,krishna-caldas,0,
colin-schmitt,kurt-bilafer,0,
colin-schmitt,lauren-rabaino,0,
colin-schmitt,louis-zacharilla,0,
colin-schmitt,marc-nijdam,0,
colin-schmitt,marcel-imery,0,
colin-schmitt,marcin-klepacki,0,
colin-schmitt,martin-hiles,0,
colin-schmitt,mr-kermit,0,
colin-schmitt,mr-kunmi-dumeren,0,
colin-schmitt,nick-burch,0,
colin-schmitt,nick-petit,0,
colin-schmitt,nigel-reading,0,
colin-schmitt,peter-frykman,0,
colin-schmitt,peter-hepworth,0,
colin-schmitt,peter-stradinger,0,
colin-schmitt,rev-sally-bingham,0,
colin-schmitt,richard-curtis-2,0,
colin-schmitt,richard-klatt-2,0,
colin-schmitt,rishabh-jain-2,0,
colin-schmitt,robin-sharma,0,
colin-schmitt,sai-koppala,0,
colin-schmitt,sara-akhteh,0,
colin-schmitt,satya-parimi-2,0,
colin-schmitt,sky-works,0,
colin-schmitt,steve-mcbee,0,
colin-schmitt,sudheera-n,0,
colin-schmitt,takayuki-yamazaki,0,
colin-schmitt,tarek-atia,0,
colin-schmitt,tim-allison-2,0,
colin-schmitt,timothy-brown-2,0,
colin-schmitt,tom-barber-2,0,
colin-schmitt,tyler-rosen,1,President
colin-schmitt,vicki-abeles,0,
colin-schmitt,virkaran-awasty,0,
colin-schmitt,william-sauer,0,
colin-schmitt,xavier-gomez,0,
colin-schmitt,yiqing-du,0,
colin-schmitt,yj-min,0,
corey-gorman,dan-lewis-2,0,
corey-gorman,daniel-carlin-2,0,
corey-gorman,darren-bassman,0,
corey-gorman,daryl-mastracci-2,0,
corey-gorman,dimitris-papazisis-2,0,
corey-gorman,diogo-quental,0,
corey-gorman,donald-chip-brown,0,
corey-gorman,dwyane-wade,0,
corey-gorman,emily-o-brien,0,
corey-gorman,eric-gilbert-deerfield-il,0,
corey-gorman,eric-price,0,
corey-gorman,eric-quan,0,
corey-gorman,evan-lesser,0,
corey-gorman,georg-holzer,0,
corey-gorman,greg-ball,0,
corey-gorman,gretchen-west,0,
corey-gorman,hans-bakker,0,
corey-gorman,homer-quan,0,
corey-gorman,irvin-goldman,0,
corey-gorman,ivo-mynttinen,0,
corey-gorman,jamie-young-2,0,
corey-gorman,jari-pallari,0,
corey-gorman,jason-develvis,0,
corey-gorman,jason-fishman,0,
corey-gorman,jd-hancock,0,
corey-gorman,jim-adler,0,
corey-gorman,joan-guasch,0,
corey-gorman,joeben-beverit,0,
corey-gorman,joel-gibbard,0,
corey-gorman,johann-kratzer,0,
corey-gorman,john-andrews-2,0,
corey-gorman,john-sawin,0,
corey-gorman,johnny-vowles,0,
corey-gorman,kathy-walter,0,
corey-gorman,kavita-shah,0,
corey-gorman,kelly-makino,0,
corey-gorman,kevin-gao-2,0,
corey-gorman,konstantin-boudnik,0,
corey-gorman,krishna-caldas,0,
corey-gorman,kurt-bilafer,0,
corey-gorman,lauren-rabaino,0,
corey-gorman,louis-zacharilla,0,
corey-gorman,marc-nijdam,0,
corey-gorman,marcel-imery,0,
corey-gorman,marcin-klepacki,0,
corey-gorman,martin-hiles,0,
corey-gorman,mr-kermit,0,
corey-gorman,mr-kunmi-dumeren,0,
corey-gorman,nick-burch,0,
corey-gorman,nick-petit,0,
corey-gorman,nigel-reading,0,
corey-gorman,peter-frykman,0,
corey-gorman,peter-hepworth,0,
corey-gorman,peter-stradinger,0,
corey-gorman,rev-sally-bingham,0,
corey-gorman,richard-curtis-2,0,
corey-gorman,richard-klatt-2,0,
corey-gorman,rishabh-jain-2,0,
corey-gorman,robin-sharma,0,
corey-gorman,sai-koppala,0,
corey-gorman,sara-akhteh,0,
corey-gorman,satya-parimi-2,0,
corey-gorman,sky-works,0,
corey-gorman,steve-mcbee,0,
corey-gorman,sudheera-n,0,
corey-gorman,takayuki-yamazaki,0,
corey-gorman,tarek-atia,0,
corey-gorman,tim-allison-2,0,
corey-gorman,timothy-brown-2,0,
corey-gorman,tom-barber-2,0,
corey-gorman,tyler-rosen,0,
corey-gorman,vicki-abeles,0,
corey-gorman,virkaran-awasty,0,
corey-gorman,william-sauer,0,
corey-gorman,xavier-gomez,0,
corey-gorman,yiqing-du,0,
corey-gorman,yj-min,0,
dan-lewis-2,daniel-carlin-2,1,Tufts University
dan-lewis-2,darren-bassman,0,
dan-lewis-2,daryl-mastracci-2,0,
dan-lewis-2,dimitris-papazisis-2,0,
dan-lewis-2,diogo-quental,1,people
dan-lewis-2,donald-chip-brown,0,
dan-lewis-2,dwyane-wade,0,
dan-lewis-2,emily-o-brien,0,
dan-lewis-2,eric-gilbert-deerfield-il,0,
dan-lewis-2,eric-price,0,
dan-lewis-2,eric-quan,0,
dan-lewis-2,evan-lesser,0,
dan-lewis-2,georg-holzer,0,
dan-lewis-2,greg-ball,0,
dan-lewis-2,gretchen-west,0,
dan-lewis-2,hans-bakker,0,
dan-lewis-2,homer-quan,1,people
dan-lewis-2,irvin-goldman,0,
dan-lewis-2,ivo-mynttinen,0,
dan-lewis-2,jamie-young-2,0,
dan-lewis-2,jari-pallari,0,
dan-lewis-2,jason-develvis,0,
dan-lewis-2,jason-fishman,0,
dan-lewis-2,jd-hancock,2,"Twitter, people"
dan-lewis-2,jim-adler,0,
dan-lewis-2,joan-guasch,0,
dan-lewis-2,joeben-beverit,0,
dan-lewis-2,joel-gibbard,0,
dan-lewis-2,johann-kratzer,0,
dan-lewis-2,john-andrews-2,0,
dan-lewis-2,john-sawin,1,Facebook
dan-lewis-2,johnny-vowles,0,
dan-lewis-2,kathy-walter,0,
dan-lewis-2,kavita-shah,0,
dan-lewis-2,kelly-makino,0,
dan-lewis-2,kevin-gao-2,0,
dan-lewis-2,konstantin-boudnik,0,
dan-lewis-2,krishna-caldas,0,
dan-lewis-2,kurt-bilafer,0,
dan-lewis-2,lauren-rabaino,0,
dan-lewis-2,louis-zacharilla,0,
dan-lewis-2,marc-nijdam,0,
dan-lewis-2,marcel-imery,0,
dan-lewis-2,marcin-klepacki,0,
dan-lewis-2,martin-hiles,0,
dan-lewis-2,mr-kermit,0,
dan-lewis-2,mr-kunmi-dumeren,0,
dan-lewis-2,nick-burch,0,
dan-lewis-2,nick-petit,0,
dan-lewis-2,nigel-reading,0,
dan-lewis-2,peter-frykman,0,
dan-lewis-2,peter-hepworth,0,
dan-lewis-2,peter-stradinger,0,
dan-lewis-2,rev-sally-bingham,0,
dan-lewis-2,richard-curtis-2,0,
dan-lewis-2,richard-klatt-2,0,
dan-lewis-2,rishabh-jain-2,0,
dan-lewis-2,robin-sharma,0,
dan-lewis-2,sai-koppala,0,
dan-lewis-2,sara-akhteh,0,
dan-lewis-2,satya-parimi-2,0,
dan-lewis-2,sky-works,0,
dan-lewis-2,steve-mcbee,0,
dan-lewis-2,sudheera-n,0,
dan-lewis-2,takayuki-yamazaki,0,
dan-lewis-2,tarek-atia,0,
dan-lewis-2,tim-allison-2,0,
dan-lewis-2,timothy-brown-2,0,
dan-lewis-2,tom-barber-2,0,
dan-lewis-2,tyler-rosen,0,
dan-lewis-2,vicki-abeles,0,
dan-lewis-2,virkaran-awasty,0,
dan-lewis-2,william-sauer,0,
dan-lewis-2,xavier-gomez,0,
dan-lewis-2,yiqing-du,0,
dan-lewis-2,yj-min,0,
daniel-carlin-2,darren-bassman,0,
daniel-carlin-2,daryl-mastracci-2,0,
daniel-carlin-2,dimitris-papazisis-2,0,
daniel-carlin-2,diogo-quental,0,
daniel-carlin-2,donald-chip-brown,0,
daniel-carlin-2,dwyane-wade,0,
daniel-carlin-2,emily-o-brien,0,
daniel-carlin-2,eric-gilbert-deerfield-il,0,
daniel-carlin-2,eric-price,0,
daniel-carlin-2,eric-quan,0,
daniel-carlin-2,evan-lesser,2,"U.S. Navy, decade"
daniel-carlin-2,georg-holzer,0,
daniel-carlin-2,greg-ball,0,
daniel-carlin-2,gretchen-west,0,
daniel-carlin-2,hans-bakker,0,
daniel-carlin-2,homer-quan,0,
daniel-carlin-2,irvin-goldman,0,
daniel-carlin-2,ivo-mynttinen,0,
daniel-carlin-2,jamie-young-2,0,
daniel-carlin-2,jari-pallari,0,
daniel-carlin-2,jason-develvis,0,
daniel-carlin-2,jason-fishman,0,
daniel-carlin-2,jd-hancock,0,
daniel-carlin-2,jim-adler,0,
daniel-carlin-2,joan-guasch,0,
daniel-carlin-2,joeben-beverit,0,
daniel-carlin-2,joel-gibbard,0,
daniel-carlin-2,johann-kratzer,0,
daniel-carlin-2,john-andrews-2,0,
daniel-carlin-2,john-sawin,0,
daniel-carlin-2,johnny-vowles,0,
daniel-carlin-2,kathy-walter,2,"decade, experience"
daniel-carlin-2,kavita-shah,0,
daniel-carlin-2,kelly-makino,1,experience
daniel-carlin-2,kevin-gao-2,0,
daniel-carlin-2,konstantin-boudnik,0,
daniel-carlin-2,krishna-caldas,0,
daniel-carlin-2,kurt-bilafer,0,
daniel-carlin-2,lauren-rabaino,0,
daniel-carlin-2,louis-zacharilla,0,
daniel-carlin-2,marc-nijdam,0,
daniel-carlin-2,marcel-imery,0,
daniel-carlin-2,marcin-klepacki,0,
daniel-carlin-2,martin-hiles,0,
daniel-carlin-2,mr-kermit,0,
daniel-carlin-2,mr-kunmi-dumeren,0,
daniel-carlin-2,nick-burch,0,
daniel-carlin-2,nick-petit,0,
daniel-carlin-2,nigel-reading,0,
daniel-carlin-2,peter-frykman,1,BS
daniel-carlin-2,peter-hepworth,0,
daniel-carlin-2,peter-stradinger,0,
daniel-carlin-2,rev-sally-bingham,0,
daniel-carlin-2,richard-curtis-2,0,
daniel-carlin-2,richard-klatt-2,0,
daniel-carlin-2,rishabh-jain-2,0,
daniel-carlin-2,robin-sharma,0,
daniel-carlin-2,sai-koppala,0,
daniel-carlin-2,sara-akhteh,0,
daniel-carlin-2,satya-parimi-2,1,experience
daniel-carlin-2,sky-works,0,
daniel-carlin-2,steve-mcbee,0,
daniel-carlin-2,sudheera-n,0,
daniel-carlin-2,takayuki-yamazaki,0,
daniel-carlin-2,tarek-atia,0,
daniel-carlin-2,tim-allison-2,0,
daniel-carlin-2,timothy-brown-2,0,
daniel-carlin-2,tom-barber-2,0,
daniel-carlin-2,tyler-rosen,0,
daniel-carlin-2,vicki-abeles,0,
daniel-carlin-2,virkaran-awasty,0,
daniel-carlin-2,william-sauer,1,U.S. Navy
daniel-carlin-2,xavier-gomez,0,
daniel-carlin-2,yiqing-du,0,
daniel-carlin-2,yj-min,0,
darren-bassman,daryl-mastracci-2,0,
darren-bassman,dimitris-papazisis-2,0,
darren-bassman,diogo-quental,0,
darren-bassman,donald-chip-brown,0,
darren-bassman,dwyane-wade,0,
darren-bassman,emily-o-brien,0,
darren-bassman,eric-gilbert-deerfield-il,0,
darren-bassman,eric-price,1,Founder
darren-bassman,eric-quan,0,
darren-bassman,evan-lesser,0,
darren-bassman,georg-holzer,0,
darren-bassman,greg-ball,1,Founder
darren-bassman,gretchen-west,0,
darren-bassman,hans-bakker,0,
darren-bassman,homer-quan,0,
darren-bassman,irvin-goldman,0,
darren-bassman,ivo-mynttinen,0,
darren-bassman,jamie-young-2,0,
darren-bassman,jari-pallari,0,
darren-bassman,jason-develvis,1,Founder
darren-bassman,jason-fishman,0,
darren-bassman,jd-hancock,0,
darren-bassman,jim-adler,0,
darren-bassman,joan-guasch,0,
darren-bassman,joeben-beverit,0,
darren-bassman,joel-gibbard,0,
darren-bassman,johann-kratzer,0,
darren-bassman,john-andrews-2,0,
darren-bassman,john-sawin,0,
darren-bassman,johnny-vowles,1,Founder
darren-bassman,kathy-walter,0,
darren-bassman,kavita-shah,1,Founder
darren-bassman,kelly-makino,0,
darren-bassman,kevin-gao-2,1,Founder
darren-bassman,konstantin-boudnik,0,
darren-bassman,krishna-caldas,1,Founder
darren-bassman,kurt-bilafer,0,
darren-bassman,lauren-rabaino,0,
darren-bassman,louis-zacharilla,0,
darren-bassman,marc-nijdam,0,
darren-bassman,marcel-imery,0,
darren-bassman,marcin-klepacki,1,Founder
darren-bassman,martin-hiles,0,
darren-bassman,mr-kermit,0,
darren-bassman,mr-kunmi-dumeren,0,
darren-bassman,nick-burch,0,
darren-bassman,nick-petit,0,
darren-bassman,nigel-reading,0,
darren-bassman,peter-frykman,1,Founder
darren-bassman,peter-hepworth,0,
darren-bassman,peter-stradinger,0,
darren-bassman,rev-sally-bingham,0,
darren-bassman,richard-curtis-2,0,
darren-bassman,richard-klatt-2,0,
darren-bassman,rishabh-jain-2,0,
darren-bassman,robin-sharma,0,
darren-bassman,sai-koppala,0,
darren-bassman,sara-akhteh,0,
darren-bassman,satya-parimi-2,0,
darren-bassman,sky-works,0,
darren-bassman,steve-mcbee,0,
darren-bassman,sudheera-n,0,
darren-bassman,takayuki-yamazaki,0,
darren-bassman,tarek-atia,0,
darren-bassman,tim-allison-2,0,
darren-bassman,timothy-brown-2,0,
darren-bassman,tom-barber-2,0,
darren-bassman,tyler-rosen,0,
darren-bassman,vicki-abeles,0,
darren-bassman,virkaran-awasty,0,
darren-bassman,william-sauer,0,
darren-bassman,xavier-gomez,0,
darren-bassman,yiqing-du,1,Founder
darren-bassman,yj-min,0,
daryl-mastracci-2,dimitris-papazisis-2,0,
daryl-mastracci-2,diogo-quental,1,industries
daryl-mastracci-2,donald-chip-brown,1,Silicon Valley
daryl-mastracci-2,dwyane-wade,0,
daryl-mastracci-2,emily-o-brien,1,expertise
daryl-mastracci-2,eric-gilbert-deerfield-il,0,
daryl-mastracci-2,eric-price,0,
daryl-mastracci-2,eric-quan,1,California
daryl-mastracci-2,evan-lesser,0,
daryl-mastracci-2,georg-holzer,1,technology
daryl-mastracci-2,greg-ball,0,
daryl-mastracci-2,gretchen-west,0,
daryl-mastracci-2,hans-bakker,0,
daryl-mastracci-2,homer-quan,1,entrepreneur
daryl-mastracci-2,irvin-goldman,0,
daryl-mastracci-2,ivo-mynttinen,0,
daryl-mastracci-2,jamie-young-2,0,
daryl-mastracci-2,jari-pallari,0,
daryl-mastracci-2,jason-develvis,0,
daryl-mastracci-2,jason-fishman,4,"areas, business development, project management, startups"
daryl-mastracci-2,jd-hancock,0,
daryl-mastracci-2,jim-adler,0,
daryl-mastracci-2,joan-guasch,0,
daryl-mastracci-2,joeben-beverit,0,
daryl-mastracci-2,joel-gibbard,0,
daryl-mastracci-2,johann-kratzer,0,
daryl-mastracci-2,john-andrews-2,0,
daryl-mastracci-2,john-sawin,0,
daryl-mastracci-2,johnny-vowles,0,
daryl-mastracci-2,kathy-walter,0,
daryl-mastracci-2,kavita-shah,0,
daryl-mastracci-2,kelly-makino,0,
daryl-mastracci-2,kevin-gao-2,0,
daryl-mastracci-2,konstantin-boudnik,0,
daryl-mastracci-2,krishna-caldas,0,
daryl-mastracci-2,kurt-bilafer,0,
daryl-mastracci-2,lauren-rabaino,1,technology
daryl-mastracci-2,louis-zacharilla,0,
daryl-mastracci-2,marc-nijdam,0,
daryl-mastracci-2,marcel-imery,5,"entrepreneur, mergers, real estate, startups, strategic partnerships"
daryl-mastracci-2,marcin-klepacki,0,
daryl-mastracci-2,martin-hiles,0,
daryl-mastracci-2,mr-kermit,0,
daryl-mastracci-2,mr-kunmi-dumeren,1,business development
daryl-mastracci-2,nick-burch,0,
daryl-mastracci-2,nick-petit,0,
daryl-mastracci-2,nigel-reading,0,
daryl-mastracci-2,peter-frykman,0,
daryl-mastracci-2,peter-hepworth,1,technology
daryl-mastracci-2,peter-stradinger,1,technology
daryl-mastracci-2,rev-sally-bingham,0,
daryl-mastracci-2,richard-curtis-2,0,
daryl-mastracci-2,richard-klatt-2,0,
daryl-mastracci-2,rishabh-jain-2,0,
daryl-mastracci-2,robin-sharma,0,
daryl-mastracci-2,sai-koppala,0,
daryl-mastracci-2,sara-akhteh,0,
daryl-mastracci-2,satya-parimi-2,0,
daryl-mastracci-2,sky-works,0,
daryl-mastracci-2,steve-mcbee,1,Silicon Valley
daryl-mastracci-2,sudheera-n,0,
daryl-mastracci-2,takayuki-yamazaki,0,
daryl-mastracci-2,tarek-atia,0,
daryl-mastracci-2,tim-allison-2,0,
daryl-mastracci-2,timothy-brown-2,0,
daryl-mastracci-2,tom-barber-2,0,
daryl-mastracci-2,tyler-rosen,0,
daryl-mastracci-2,vicki-abeles,0,
daryl-mastracci-2,virkaran-awasty,0,
daryl-mastracci-2,william-sauer,0,
daryl-mastracci-2,xavier-gomez,0,
daryl-mastracci-2,yiqing-du,0,
daryl-mastracci-2,yj-min,0,
dimitris-papazisis-2,diogo-quental,1,MBA
dimitris-papazisis-2,donald-chip-brown,0,
dimitris-papazisis-2,dwyane-wade,0,
dimitris-papazisis-2,emily-o-brien,0,
dimitris-papazisis-2,eric-gilbert-deerfield-il,0,
dimitris-papazisis-2,eric-price,2,"CEO, amp"
dimitris-papazisis-2,eric-quan,2,"Business Administration, co-founder"
dimitris-papazisis-2,evan-lesser,0,
dimitris-papazisis-2,georg-holzer,0,
dimitris-papazisis-2,greg-ball,0,
dimitris-papazisis-2,gretchen-west,0,
dimitris-papazisis-2,hans-bakker,0,
dimitris-papazisis-2,homer-quan,0,
dimitris-papazisis-2,irvin-goldman,0,
dimitris-papazisis-2,ivo-mynttinen,0,
dimitris-papazisis-2,jamie-young-2,2,"CEO, amp"
dimitris-papazisis-2,jari-pallari,0,
dimitris-papazisis-2,jason-develvis,0,
dimitris-papazisis-2,jason-fishman,0,
dimitris-papazisis-2,jd-hancock,0,
dimitris-papazisis-2,jim-adler,0,
dimitris-papazisis-2,joan-guasch,0,
dimitris-papazisis-2,joeben-beverit,0,
dimitris-papazisis-2,joel-gibbard,0,
dimitris-papazisis-2,johann-kratzer,0,
dimitris-papazisis-2,john-andrews-2,0,
dimitris-papazisis-2,john-sawin,0,
dimitris-papazisis-2,johnny-vowles,0,
dimitris-papazisis-2,kathy-walter,1,MBA
dimitris-papazisis-2,kavita-shah,0,
dimitris-papazisis-2,kelly-makino,0,
dimitris-papazisis-2,kevin-gao-2,0,
dimitris-papazisis-2,konstantin-boudnik,0,
dimitris-papazisis-2,krishna-caldas,0,
dimitris-papazisis-2,kurt-bilafer,0,
dimitris-papazisis-2,lauren-rabaino,0,
dimitris-papazisis-2,louis-zacharilla,1,amp
dimitris-papazisis-2,marc-nijdam,0,
dimitris-papazisis-2,marcel-imery,1,amp
dimitris-papazisis-2,marcin-klepacki,0,
dimitris-papazisis-2,martin-hiles,0,
dimitris-papazisis-2,mr-kermit,0,
dimitris-papazisis-2,mr-kunmi-dumeren,0,
dimitris-papazisis-2,nick-burch,0,
dimitris-papazisis-2,nick-petit,0,
dimitris-papazisis-2,nigel-reading,1,amp
dimitris-papazisis-2,peter-frykman,1,CEO
dimitris-papazisis-2,peter-hepworth,1,amp
dimitris-papazisis-2,peter-stradinger,0,
dimitris-papazisis-2,rev-sally-bingham,0,
dimitris-papazisis-2,richard-curtis-2,0,
dimitris-papazisis-2,richard-klatt-2,0,
dimitris-papazisis-2,rishabh-jain-2,0,
dimitris-papazisis-2,robin-sharma,0,
dimitris-papazisis-2,sai-koppala,3,"MBA, amp, strategic sales"
dimitris-papazisis-2,sara-akhteh,0,
dimitris-papazisis-2,satya-parimi-2,0,
dimitris-papazisis-2,sky-works,0,
dimitris-papazisis-2,steve-mcbee,0,
dimitris-papazisis-2,sudheera-n,0,
dimitris-papazisis-2,takayuki-yamazaki,1,amp
dimitris-papazisis-2,tarek-atia,0,
dimitris-papazisis-2,tim-allison-2,0,
dimitris-papazisis-2,timothy-brown-2,0,
dimitris-papazisis-2,tom-barber-2,0,
dimitris-papazisis-2,tyler-rosen,1,amp
dimitris-papazisis-2,vicki-abeles,0,
dimitris-papazisis-2,virkaran-awasty,1,CEO
dimitris-papazisis-2,william-sauer,0,
dimitris-papazisis-2,xavier-gomez,1,amp
dimitris-papazisis-2,yiqing-du,0,
dimitris-papazisis-2,yj-min,0,
diogo-quental,donald-chip-brown,0,
diogo-quental,dwyane-wade,0,
diogo-quental,emily-o-brien,0,
diogo-quental,eric-gilbert-deerfield-il,0,
diogo-quental,eric-price,0,
diogo-quental,eric-quan,0,
diogo-quental,evan-lesser,0,
diogo-quental,georg-holzer,0,
diogo-quental,greg-ball,0,
diogo-quental,gretchen-west,0,
diogo-quental,hans-bakker,0,
diogo-quental,homer-quan,1,people
diogo-quental,irvin-goldman,0,
diogo-quental,ivo-mynttinen,0,
diogo-quental,jamie-young-2,0,
diogo-quental,jari-pallari,0,
diogo-quental,jason-develvis,0,
diogo-quental,jason-fishman,0,
diogo-quental,jd-hancock,1,people
diogo-quental,jim-adler,0,
diogo-quental,joan-guasch,0,
diogo-quental,joeben-beverit,0,
diogo-quental,joel-gibbard,0,
diogo-quental,johann-kratzer,0,
diogo-quental,john-andrews-2,0,
diogo-quental,john-sawin,0,
diogo-quental,johnny-vowles,0,
diogo-quental,kathy-walter,1,MBA
diogo-quental,kavita-shah,0,
diogo-quental,kelly-makino,0,
diogo-quental,kevin-gao-2,0,
diogo-quental,konstantin-boudnik,0,
diogo-quental,krishna-caldas,0,
diogo-quental,kurt-bilafer,0,
diogo-quental,lauren-rabaino,0,
diogo-quental,louis-zacharilla,0,
diogo-quental,marc-nijdam,0,
diogo-quental,marcel-imery,0,
diogo-quental,marcin-klepacki,0,
diogo-quental,martin-hiles,0,
diogo-quental,mr-kermit,0,
diogo-quental,mr-kunmi-dumeren,0,
diogo-quental,nick-burch,0,
diogo-quental,nick-petit,0,
diogo-quental,nigel-reading,0,
diogo-quental,peter-frykman,0,
diogo-quental,peter-hepworth,1,INSEAD
diogo-quental,peter-stradinger,0,
diogo-quental,rev-sally-bingham,0,
diogo-quental,richard-curtis-2,0,
diogo-quental,richard-klatt-2,0,
diogo-quental,rishabh-jain-2,0,
diogo-quental,robin-sharma,0,
diogo-quental,sai-koppala,1,MBA
diogo-quental,sara-akhteh,0,
diogo-quental,satya-parimi-2,0,
diogo-quental,sky-works,0,
diogo-quental,steve-mcbee,0,
diogo-quental,sudheera-n,0,
diogo-quental,takayuki-yamazaki,0,
diogo-quental,tarek-atia,0,
diogo-quental,tim-allison-2,0,
diogo-quental,timothy-brown-2,0,
diogo-quental,tom-barber-2,0,
diogo-quental,tyler-rosen,0,
diogo-quental,vicki-abeles,0,
diogo-quental,virkaran-awasty,0,
diogo-quental,william-sauer,0,
